mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
17.5780344804128,0.4810765955217642,0.35497434933980304,0.04325681696178512,10,10,75,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 75}",0.935,0.9333333333333333,0.942647549183061,0.9369936275054648,0.004055413435293527,26,0.9928321386897816,0.9936656109351558,0.9916666666666667,0.9927214720972014,0.0008198088672230726
23.183892488479614,1.0929645048145682,0.46292463938395184,0.08447664986560759,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9356666666666666,0.9333333333333333,0.9453151050350117,0.9381050350116705,0.005186517355427303,25,0.9933322220370062,0.9936656109351558,0.992,0.9929992776573874,0.0007195850270665328
12.67556365331014,0.39162195064478467,0.26258325576782227,0.014543838673653652,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9393333333333334,0.942,0.9479826608869624,0.9431053314067652,0.003616539314646697,9,1.0,1.0,1.0,1.0,0.0
18.388951460520428,1.106987182940199,0.41205914815266925,0.04120437448809172,20,2,75,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 75}",0.9423333333333334,0.9446666666666667,0.9496498832944315,0.9455499610981438,0.003051571466509244,5,1.0,1.0,1.0,1.0,0.0
23.83836030960083,0.3699417306600661,0.4665091037750244,0.0595182546394758,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9436666666666667,0.9443333333333334,0.9529843281093698,0.9469947760364565,0.004243988818451766,3,1.0,1.0,1.0,1.0,0.0
12.00152325630188,0.37428655875935035,0.2503387928009033,0.011220282762131356,20,5,50,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 50}",0.9403333333333334,0.9396666666666667,0.9489829943314438,0.9429943314438146,0.0042433613639316515,13,0.9993332222037006,1.0,0.9996666666666667,0.9996666296234556,0.0002722108967187368
17.326444228490193,0.48643125727160375,0.2858287493387858,0.05641808528956242,20,5,75,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 75}",0.946,0.9426666666666667,0.9479826608869624,0.9455497758512097,0.0021934713698716357,7,0.9998333055509252,1.0,0.9998333333333334,0.9998888796280863,7.857396932684584e-05
20.774249871571858,0.27292197308423816,0.14865597089131674,0.016431420189744108,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9463333333333334,0.945,0.9506502167389129,0.9473278500240822,0.0024115050466885367,1,0.9996666111018503,1.0,1.0,0.9998888703672835,0.00015716103376931472
11.878892421722412,0.48875950934614115,0.2279535929361979,0.04715792536687315,20,10,50,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 50}",0.9376666666666666,0.9356666666666666,0.9429809936645549,0.9387714423326293,0.0030865559892418203,22,0.997832972162027,0.9973328888148024,0.997,0.9973886203256098,0.0003423352709948336
13.33912205696106,1.0982870556033055,0.17054263750712076,0.01447253725927342,20,10,75,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 75}",0.9436666666666667,0.938,0.9476492164054685,0.9431052943573784,0.003959225384012859,11,0.9979996666111018,0.9979996666111018,0.9973333333333333,0.9977775555185123,0.0003141125194936004
13.97584573427836,0.34528574382366795,0.09410444895426433,0.008119254864430325,20,10,100,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9406666666666667,0.938,0.9499833277759253,0.9428833314808639,0.005137135279523756,15,0.9984997499583264,0.9983330555092516,0.9978333333333333,0.9982220462669704,0.0002831608122847517
