mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
11.948116938273111,0.5295800254467868,0.275238831837972,0.04368832752100895,,2,50,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 50}",0.9393333333333334,0.942,0.9479826608869624,0.9431053314067652,0.003616539314646697,9,1.0,1.0,1.0,1.0,0.0
20.039687474568684,3.0303737268234894,0.40363311767578125,0.0433773480032821,,2,75,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 75}",0.9423333333333334,0.9446666666666667,0.9496498832944315,0.9455499610981438,0.003051571466509244,5,1.0,1.0,1.0,1.0,0.0
24.63447602589925,3.293326714314457,0.5454739729563395,0.0303342113878071,,2,100,"{'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}",0.9436666666666667,0.9443333333333334,0.9529843281093698,0.9469947760364565,0.004243988818451766,3,1.0,1.0,1.0,1.0,0.0
12.22845466931661,0.7807193622415775,0.2048353354136149,0.05292616723740341,,5,50,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 50}",0.9403333333333334,0.9396666666666667,0.9489829943314438,0.9429943314438146,0.0042433613639316515,13,0.9993332222037006,1.0,0.9996666666666667,0.9996666296234556,0.0002722108967187368
19.516382932662964,3.5060556045234614,0.33011571566263836,0.029079790899941844,,5,75,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 75}",0.946,0.9426666666666667,0.9479826608869624,0.9455497758512097,0.0021934713698716357,7,0.9998333055509252,1.0,0.9998333333333334,0.9998888796280863,7.857396932684584e-05
22.921691020329792,1.3085669442338428,0.49530378977457684,0.08707594871865532,,5,100,"{'max_depth': None, 'min_samples_split': 5, 'n_estimators': 100}",0.9463333333333334,0.945,0.9506502167389129,0.9473278500240822,0.0024115050466885367,1,0.9996666111018503,1.0,1.0,0.9998888703672835,0.00015716103376931472
13.539447943369547,1.7591426960704821,0.34039775530497235,0.07713036521435265,,10,50,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 50}",0.9376666666666666,0.9356666666666666,0.9429809936645549,0.9387714423326293,0.0030865559892418203,22,0.997832972162027,0.9973328888148024,0.997,0.9973886203256098,0.0003423352709948336
17.868775765101116,0.3763865556653838,0.42249902089436847,0.037178392910346574,,10,75,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 75}",0.9436666666666667,0.938,0.9476492164054685,0.9431052943573784,0.003959225384012859,11,0.9979996666111018,0.9979996666111018,0.9973333333333333,0.9977775555185123,0.0003141125194936004
23.831851482391357,0.32141823637418393,0.4629827340443929,0.07159528562782347,,10,100,"{'max_depth': None, 'min_samples_split': 10, 'n_estimators': 100}",0.9406666666666667,0.938,0.9499833277759253,0.9428833314808639,0.005137135279523756,15,0.9984997499583264,0.9983330555092516,0.9978333333333333,0.9982220462669704,0.0002831608122847517
11.817134221394857,0.252058430110701,0.2884148756663005,0.036271175368383715,10,2,50,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 50}",0.9363333333333334,0.9326666666666666,0.946648882960987,0.9385496276536623,0.005919434855402532,24,0.9968328054675779,0.9976662777129521,0.9971666666666666,0.9972219166157322,0.0003424990643355582
17.827202479044598,0.4529086190016286,0.4007919629414876,0.08404373318722623,10,2,75,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 75}",0.9423333333333334,0.935,0.946648882960987,0.9413274054314402,0.004808536628923514,18,0.9976662777129521,0.997832972162027,0.9971666666666666,0.9975553055138819,0.0002831099609830332
22.26782751083374,0.6736898060566086,0.46515075365702313,0.047594987396579275,10,2,100,"{'max_depth': 10, 'min_samples_split': 2, 'n_estimators': 100}",0.9416666666666667,0.9356666666666666,0.946648882960987,0.9413274054314401,0.004489884358058282,19,0.9974995832638773,0.9979996666111018,0.9973333333333333,0.9976108610694374,0.0002831808277092665
11.883891503016153,0.5974999116795401,0.2634344895680745,0.056119888169857024,10,5,50,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 50}",0.9403333333333334,0.931,0.9456485495165055,0.9389939609499462,0.006054774398242138,21,0.995665944324054,0.995665944324054,0.9956666666666667,0.9956661851049248,3.405155731983464e-07
17.492408831914265,0.39593532576251445,0.40335742632548016,0.0693125673285481,10,5,75,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 75}",0.9396666666666667,0.9343333333333333,0.9473157719239746,0.940438590641325,0.0053280908342439905,20,0.9959993332222037,0.995665944324054,0.9955,0.995721759182086,0.0002076373288242579
23.379621187845867,0.47324383955951616,0.5313701629638672,0.04851588626070451,10,5,100,"{'max_depth': 10, 'min_samples_split': 5, 'n_estimators': 100}",0.94,0.9363333333333334,0.9496498832944315,0.9419944055425882,0.005616396580123573,17,0.9961660276712786,0.9954992498749792,0.9956666666666667,0.9957773147376415,0.00028323182979944227
11.700895071029663,0.10582455640621427,0.2666324774424235,0.03008341541077269,10,10,50,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 50}",0.932,0.9326666666666666,0.9366455485161721,0.9337707383942796,0.002050936540349761,27,0.9913318886481081,0.9924987497916319,0.9908333333333333,0.9915546572576911,0.0006979123082234056
