mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_epochs,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
270.0710638364156,13.71286144828107,11.456916809082031,0.13304024379625704,32,5,adam,"{'batch_size': 32, 'epochs': 5, 'optimizer': 'adam'}",0.9686666666666667,0.9723333333333334,0.9686562187395799,0.9698854062465266,0.0017309510981994302,8,0.9799966661110185,0.9849974995832639,0.9783333333333334,0.9811091663425385,0.0028320805691843466
276.41587193806964,21.35144353961162,9.854411045710245,1.88506373778626,32,5,rmsprop,"{'batch_size': 32, 'epochs': 5, 'optimizer': 'rmsprop'}",0.973,0.971,0.9696565521840613,0.9712188507280204,0.0013737012182039544,6,0.9828304717452909,0.9818303050508418,0.979,0.9812202589320442,0.0016221889836808025
493.6468725999196,9.3070519169535,14.829009373982748,5.59582548182506,32,10,adam,"{'batch_size': 32, 'epochs': 10, 'optimizer': 'adam'}",0.9773333333333334,0.9753333333333334,0.9819939979993331,0.9782202215553332,0.002790584345851333,2,0.9951658609768295,0.993498916486081,0.9911666666666666,0.9932771480431923,0.001640177777824834
528.0766820112864,41.059452055999785,9.73704973856608,2.6428859153974367,32,10,rmsprop,"{'batch_size': 32, 'epochs': 10, 'optimizer': 'rmsprop'}",0.978,0.9786666666666667,0.9833277759253084,0.9799981475306584,0.0023700815803056234,1,0.994665777629605,0.9933322220370062,0.9905,0.992832666555537,0.001736969117769718
214.3757565021515,14.359879325523153,10.505324204762777,1.6591886258686048,64,5,adam,"{'batch_size': 64, 'epochs': 5, 'optimizer': 'adam'}",0.964,0.967,0.9676558852950984,0.9662186284316995,0.0015914941550925301,9,0.9766627771295215,0.9776629438239707,0.976,0.9767752403178308,0.0006835356693760625
200.6549857457479,6.900200913095534,8.920554399490356,2.0464006369328103,64,5,rmsprop,"{'batch_size': 64, 'epochs': 5, 'optimizer': 'rmsprop'}",0.9606666666666667,0.967,0.9693231077025676,0.9656632581230781,0.003658201013808546,10,0.9743290548424738,0.9771628604767462,0.977,0.9761639717730732,0.001299184613612729
392.36316084861755,12.949581758773396,10.13869039217631,2.7752425354950794,64,10,adam,"{'batch_size': 64, 'epochs': 10, 'optimizer': 'adam'}",0.974,0.9723333333333334,0.9779926642214072,0.9747753325182469,0.0023745682990900076,5,0.9888314719119853,0.9906651108518086,0.9893333333333333,0.9896099720323757,0.0007737159977515673
370.2765492598216,32.364981937855156,5.136222839355469,1.103164389175662,64,10,rmsprop,"{'batch_size': 64, 'epochs': 10, 'optimizer': 'rmsprop'}",0.9763333333333334,0.9783333333333334,0.9783261087029009,0.9776642584565226,0.0009411108016499533,3,0.9906651108518086,0.9909984997499584,0.9885,0.9900545368672558,0.001107617771945746
211.7724908987681,8.167412638561176,8.716266314188639,2.3973120893576874,128,5,adam,"{'batch_size': 128, 'epochs': 5, 'optimizer': 'adam'}",0.9556666666666667,0.9583333333333334,0.9543181060353451,0.9561060353451151,0.001668391678699125,12,0.9668278046341057,0.9641606934489082,0.966,0.965662832694338,0.0011146395119968615
205.11851708094278,20.424085759175867,8.184455235799154,2.3918440119584026,128,5,rmsprop,"{'batch_size': 128, 'epochs': 5, 'optimizer': 'rmsprop'}",0.9553333333333334,0.9596666666666667,0.9583194398132711,0.9577731466044237,0.001810758891914093,11,0.9656609434905817,0.9684947491248541,0.9666666666666667,0.9669407864273675,0.0011730216893742083
274.24191244443256,56.215762751450335,4.617183446884155,1.5839828621447887,128,10,adam,"{'batch_size': 128, 'epochs': 10, 'optimizer': 'adam'}",0.9763333333333334,0.9726666666666667,0.9776592197399133,0.9755530732466378,0.0021115556507724786,4,0.9863310551758626,0.9851641940323387,0.9845,0.9853317497360671,0.0007568561949063713
176.4749211470286,10.564666601757114,1.6784996191660564,0.5153002051227502,128,10,rmsprop,"{'batch_size': 128, 'epochs': 10, 'optimizer': 'rmsprop'}",0.9706666666666667,0.97,0.9726575525175059,0.9711080730613908,0.001128945245144922,7,0.9824970828471412,0.9854975829304884,0.9831666666666666,0.9837204441480987,0.001286015114412885
