mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
134.05842598279318,10.596289415580031,0.20637091000874838,0.023843475952344914,0.1,3,50,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 50}",0.8926666666666667,0.8963333333333333,0.9073024341447149,0.8987674780482383,0.006217996343287127,8,0.9486581096849475,0.9514919153192198,0.9466666666666667,0.9489388972236114,0.0019798800251771584
247.04816937446594,6.131030964481289,0.20925339063008627,0.009718197374751623,0.1,3,100,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",0.918,0.926,0.9316438812937646,0.9252146270979216,0.005597706800471911,7,0.9849974995832639,0.9854975829304884,0.9833333333333333,0.9846094719490286,0.0009251731958194758
266.675710439682,6.720097594716014,0.20185271898905435,0.0212373989296818,0.1,6,50,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 50}",0.9286666666666666,0.93,0.940646882294098,0.9331045163202548,0.005360964329109957,6,0.998999833305551,0.9996666111018503,0.9991666666666666,0.9992777036913559,0.00028330792793747074
353.64808893203735,3.0202756200492735,0.1597748597462972,0.03890779300152557,0.1,6,100,"{'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100}",0.94,0.939,0.94864954984995,0.9425498499499834,0.0043324168891616935,4,1.0,1.0,1.0,1.0,0.0
134.1367469628652,12.22915843529213,0.1734776496887207,0.019918355681433225,0.3,3,50,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 50}",0.929,0.9363333333333334,0.9399799933311104,0.9351044422214813,0.004566011637552597,5,0.9984997499583264,0.997832972162027,0.997,0.9977775740401178,0.0006135221801523188
242.2965194384257,12.604022635362865,0.2190882364908854,0.025758137112586725,0.3,3,100,"{'learning_rate': 0.3, 'max_depth': 3, 'n_estimators': 100}",0.9406666666666667,0.945,0.9529843281093698,0.9462169982586789,0.005101765016507178,1,1.0,1.0,1.0,1.0,0.0
207.8517127831777,20.976253121877967,0.2879159450531006,0.09936396231541884,0.3,6,50,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 50}",0.943,0.943,0.9476492164054685,0.9445497388018228,0.002191661631673709,3,1.0,1.0,1.0,1.0,0.0
218.7111678123474,6.858998822325525,0.14284308751424155,0.011988202070610831,0.3,6,100,"{'learning_rate': 0.3, 'max_depth': 6, 'n_estimators': 100}",0.9436666666666667,0.943,0.9509836612204068,0.9458834426290245,0.003616654381332977,2,1.0,1.0,1.0,1.0,0.0
