mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
711.0753729343414,4.898539138732032,34.94194094340006,0.6747173941334836,1,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8453333333333334,0.874,0.8719573191063688,0.8637635508132341,0.013058785639704496,6,1.0,1.0,1.0,1.0,0.0
218.2051159540812,2.7982699386963885,38.16953555742899,1.3433710828172154,1,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.9506666666666667,0.956,0.956652217405802,0.9544396280241562,0.002681140918830359,3,0.9811635272545425,0.9814969161526921,0.9808333333333333,0.981164592246856,0.00027090759826122206
718.323041677475,3.2956748969176988,34.95320224761963,0.10496510794530145,10,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.8543333333333333,0.8816666666666667,0.877625875291764,0.8712086250972546,0.012046122552422595,4,1.0,1.0,1.0,1.0,0.0
188.07038394610086,3.816856002081876,33.97732702891032,1.1700836625829485,10,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.9603333333333334,0.9683333333333334,0.9676558852950984,0.9654408506539217,0.003622134163372889,1,0.9998333055509252,1.0,1.0,0.9999444351836417,7.858051688463119e-05
718.4228359858195,3.2039448333854237,34.370617945988975,0.5629176599191783,100,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.8543333333333333,0.8816666666666667,0.877625875291764,0.8712086250972546,0.012046122552422595,4,1.0,1.0,1.0,1.0,0.0
190.607697168986,4.30191966107565,33.61377318700155,2.076481571424194,100,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.961,0.967,0.9676558852950984,0.9652186284316994,0.0029950142752735985,2,1.0,1.0,1.0,1.0,0.0
