mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
20.273869037628174,3.321993264777879,0.34156060218811035,0.1719669707654281,10,10,75,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 75}",0.935,0.9333333333333333,0.942647549183061,0.9369936275054648,0.004055413435293527,26,0.9928321386897816,0.9936656109351558,0.9916666666666667,0.9927214720972014,0.0008198088672230726
25.93239672978719,0.8137696033398781,0.5020194053649902,0.15513834941618088,10,10,100,"{'max_depth': 10, 'min_samples_split': 10, 'n_estimators': 100}",0.9356666666666666,0.9333333333333333,0.9453151050350117,0.9381050350116705,0.005186517355427303,25,0.9933322220370062,0.9936656109351558,0.992,0.9929992776573874,0.0007195850270665328
11.678804477055868,2.98188547572256,0.19725402196248373,0.07628812494833945,20,2,50,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 50}",0.9393333333333334,0.942,0.9479826608869624,0.9431053314067652,0.003616539314646697,9,1.0,1.0,1.0,1.0,0.0
19.98231792449951,1.035395836975533,0.3865714867909749,0.15527138020533876,20,2,75,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 75}",0.9423333333333334,0.9446666666666667,0.9496498832944315,0.9455499610981438,0.003051571466509244,5,1.0,1.0,1.0,1.0,0.0
26.746562321980793,1.3801786504126443,0.36572933197021484,0.12268480985273272,20,2,100,"{'max_depth': 20, 'min_samples_split': 2, 'n_estimators': 100}",0.9436666666666667,0.9443333333333334,0.9529843281093698,0.9469947760364565,0.004243988818451766,3,1.0,1.0,1.0,1.0,0.0
13.128751039505005,1.3136310914936675,0.3123903274536133,0.12614488509728033,20,5,50,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 50}",0.9403333333333334,0.9396666666666667,0.9489829943314438,0.9429943314438146,0.0042433613639316515,13,0.9993332222037006,1.0,0.9996666666666667,0.9996666296234556,0.0002722108967187368
18.54113491376241,2.7067967073675785,0.24522686004638672,0.04094840757202152,20,5,75,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 75}",0.946,0.9426666666666667,0.9479826608869624,0.9455497758512097,0.0021934713698716357,7,0.9998333055509252,1.0,0.9998333333333334,0.9998888796280863,7.857396932684584e-05
22.752496242523193,0.562370374489403,0.21178690592447916,0.03365713910771015,20,5,100,"{'max_depth': 20, 'min_samples_split': 5, 'n_estimators': 100}",0.9463333333333334,0.945,0.9506502167389129,0.9473278500240822,0.0024115050466885367,1,0.9996666111018503,1.0,1.0,0.9998888703672835,0.00015716103376931472
11.92825468381246,0.5550757527839664,0.15987412134806314,0.03826285825455252,20,10,50,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 50}",0.9376666666666666,0.9356666666666666,0.9429809936645549,0.9387714423326293,0.0030865559892418203,22,0.997832972162027,0.9973328888148024,0.997,0.9973886203256098,0.0003423352709948336
15.051198244094849,0.5219338984531344,0.14881245295206705,0.007739560582810976,20,10,75,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 75}",0.9436666666666667,0.938,0.9476492164054685,0.9431052943573784,0.003959225384012859,11,0.9979996666111018,0.9979996666111018,0.9973333333333333,0.9977775555185123,0.0003141125194936004
15.946878910064697,0.45220978908034803,0.09727589289347331,0.007739445605820385,20,10,100,"{'max_depth': 20, 'min_samples_split': 10, 'n_estimators': 100}",0.9406666666666667,0.938,0.9499833277759253,0.9428833314808639,0.005137135279523756,15,0.9984997499583264,0.9983330555092516,0.9978333333333333,0.9982220462669704,0.0002831608122847517
